Fleet,Gear,Year,MonthStart,Grid,YFT-MT,BET-MT,SKJ-MT,ALB-MT,SBF-MT,LOT-MT,FRZ-MT,KAW-MT,COM-MT,SWO-MT,BILL-MT,TUX-MT,SKH-MT,NTAD-MT
MDV    ,HAND,2017,2,5100073,23.66,,,,,,,,,,,,,
MDV    ,HAND,2017,3,5100073,35.73,,1.84,,,,0.01,0.1,,,,,,0.11
MDV    ,HAND,2017,4,5100073,73.38,0.44,0.83,,,,0.07,0.02,,,,0.11,,0.13
MDV    ,HAND,2017,5,5100073,34.91,,0.27,,,,0.06,0.13,,,,,,0.02
MDV    ,HAND,2017,6,5100073,24.79,0.9,,,,,,,,,,,,
MDV    ,HAND,2017,7,5100073,22.25,,,,,,,,,,,,,
MDV    ,HAND,2017,8,5100073,81.96,,,,,,,,,,,,,
MDV    ,HAND,2017,9,5100073,1.95,,,,,,,,,,,,,
MDV    ,HAND,2017,12,5100073,6.75,,,,,,,,,,,,,
MDV    ,HAND,2018,1,5100073,2.9,,,,,,,,,,,,,
MDV    ,HAND,2018,7,5100073,12.42,,,,,,,,,,,,,
MDV    ,HAND,2018,8,5100073,15.4,,,,,,,,,,,,,
MDV    ,HAND,2018,10,5100073,9.18,,,,,,,,,,,,,
MDV    ,HAND,2019,3,5100073,1.38,,,,,,,,,,,,,
MDV    ,HAND,2019,4,5100073,0.52,,,,,,,,,,,,,
MDV    ,HAND,2019,6,5100073,4.82,,6.75,,,,,,,,,,,
MDV    ,HAND,2019,7,5100073,2.46,,7.59,,,,,,,,,,,
MDV    ,HAND,2019,8,5100073,4.88,,10.8,,,,,,,,,,,
MDV    ,HAND,2019,9,5100073,3.38,,0.76,,,,,,,,,,,
MDV    ,HAND,2019,10,5100073,,,10.23,,,,,,,,,,,
MDV    ,HAND,2019,11,5100073,1.04,,1.2,,,,,,,,,,,
MDV    ,HAND,2019,12,5100073,26.71,,16.73,,,,,,,,,,,
MDV    ,HAND,2020,2,5100073,,,,,,,,,,,,,,
MDV    ,HAND,2020,3,5100073,6.39,,,,,,,,,,,,,
MDV    ,HAND,2020,4,5100073,26.03,,,,,,,,,,,,,
MDV    ,HAND,2020,9,5100073,1.68,,,,,,,,,,,,,
MDV    ,HAND,2021,2,5100073,,,,,,,,,,,,,,
MDV    ,HAND,2021,3,5100073,31.27,0.09,,,,,,,,,,,,
MDV    ,HAND,2021,4,5100073,,,,,,,,,,,,,,
MDV    ,HAND,2021,5,5100073,3.14,,,,,,,,,,,,,
MDV    ,HAND,2021,6,5100073,3.65,,,,,,,,,,,,,4.81E-03
MDV    ,HAND,2021,8,5100073,0.67,,,,,,,,,,,,,
MDV    ,HAND,2021,10,5100073,2.53,,,,,,,,,,,,,
MDV    ,HAND,2021,12,5100073,1.85,,,,,,,,,,,,,
MDV    ,HAND,2022,1,5100073,23.44,,,,,,,,,,,,,
MDV    ,HAND,2022,2,5100073,35.4,,,,,,,,,,,,,
MDV    ,HAND,2022,3,5100073,6.85,,,,,,,,,,,,,
MDV    ,HAND,2022,5,5100073,,,,,,,,,,,,,,
MDV    ,HAND,2022,6,5100073,,,,,,,,,,,,,,
MDV    ,HAND,2022,8,5100073,14.87,,,,,,,,,,,,,
MDV    ,HAND,2022,9,5100073,13.21,,,,,,,,,,,,,
MDV    ,HAND,2022,11,5100073,6.29,,,,,,,,,,,,,
MDV    ,HAND,2022,12,5100073,39.31,,,,,,,,,,,,,
MDV    ,HAND,2023,1,5100073,,,,,,,,,,,,,,
MDV    ,HAND,2023,3,5100073,7.97,,,,,,,,,,,,,
MDV    ,HAND,2023,5,5100073,12.4,,,,,,,,,,,,,
MDV    ,HAND,2023,6,5100073,9.74,,,,,,,,,,,,,
MDV    ,HAND,2023,7,5100073,6.58,,,,,,,,,,,,,
MDV    ,HAND,2023,8,5100073,,,,,,,,,,,,,,
MDV    ,HAND,2023,11,5100073,14.71,,,,,,,,,,,,,
MDV    ,HAND,2023,12,5100073,32.89,,2.91,,,,,,,,,,,0.03
MDV    ,HLOF,2018,1,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2018,2,5100073,5.78,,,,,,,,,,,,,
MDV    ,HLOF,2018,3,5100073,5.45,,,,,,,,,,,,,
MDV    ,HLOF,2018,4,5100073,42.21,,,,,,,,,,,,,
MDV    ,HLOF,2018,5,5100073,5.61,,,,,,,,,,,,,
MDV    ,HLOF,2018,7,5100073,63.07,,,,,,,,,,,,,
MDV    ,HLOF,2018,8,5100073,24.07,,,,,,,,,,,,,
MDV    ,HLOF,2018,9,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2018,10,5100073,3.3,,,,,,,,,,,,,
MDV    ,HLOF,2018,11,5100073,3.51,,,,,,,,,,,,,
MDV    ,HLOF,2019,1,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2019,2,5100073,11.35,,1.47,,,,0.01,0.08,,,,,,0.09
MDV    ,HLOF,2019,3,5100073,0.05,,15.63,,,,,,,,,,,
MDV    ,HLOF,2019,4,5100073,3.71,,,,,,,,,,,,,
MDV    ,HLOF,2019,6,5100073,21.45,,1.12,,,,0.02,7.39E-03,,,,,,4.44E-03
MDV    ,HLOF,2019,7,5100073,19.34,,10.32,,,,0.01,0.01,,,,,,0.05
MDV    ,HLOF,2019,8,5100073,14.85,,,,,,,,,,,,,
MDV    ,HLOF,2019,9,5100073,,,9.12,,,,,,,,,,,
MDV    ,HLOF,2019,10,5100073,,,1.07,,,,,,,,,,,
MDV    ,HLOF,2019,11,5100073,,,1.78,,,,,,,,,,,
MDV    ,HLOF,2019,12,5100073,4.58,,,,,,,,,,,,,
MDV    ,HLOF,2020,3,5100073,16.19,,,,,,,,,,,,,
MDV    ,HLOF,2020,4,5100073,16.35,,,,,,,,,,,,,
MDV    ,HLOF,2020,6,5100073,19.2,,,,,,,,,,,,,
MDV    ,HLOF,2020,9,5100073,4.48,,,,,,,,,,,,,
MDV    ,HLOF,2021,2,5100073,13.05,,,,,,,,,,,,,
MDV    ,HLOF,2021,3,5100073,16.14,,,,,,,,,,,,,
MDV    ,HLOF,2021,4,5100073,5.4,,,,,,,,,,,,,
MDV    ,HLOF,2021,5,5100073,9.77,,4.78,,,,,,,,,,,
MDV    ,HLOF,2021,6,5100073,32.49,,,,,,,,,,,,,
MDV    ,HLOF,2021,7,5100073,4.95,,,,,,,,,,,,,
MDV    ,HLOF,2021,8,5100073,6.76,,,,,,,,,,,,,
MDV    ,HLOF,2021,9,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2021,10,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2021,11,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2021,12,5100073,24.13,,,,,,,,,,,,,
MDV    ,HLOF,2022,1,5100073,15.6,,,,,,,,,,,,,
MDV    ,HLOF,2022,2,5100073,42.17,,,,,,,,,,,,,
MDV    ,HLOF,2022,5,5100073,1.42,,,,,,,,,,,,,
MDV    ,HLOF,2022,8,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2022,10,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2023,4,5100073,,,,,,,,,,,,,,
MDV    ,HLOF,2023,5,5100073,50.67,8.13,,,,,,,,,,,,
MDV    ,HLOF,2023,6,5100073,24,,,,,,,,,,,,,
MDV    ,HLOF,2023,7,5100073,6.01,,,,,,,,,,,,,
MDV    ,HLOF,2023,8,5100073,5.46,,,,,,,,,,,,,
MDV    ,HLOF,2023,10,5100073,21.23,,,,,,,,,,,,,
MDV    ,HLOF,2023,11,5100073,23.24,2.98,0.45,,,,,,,,,,,
MDV    ,HLOF,2023,12,5100073,25.46,,,,,,,,,,,,,
MDV    ,TROL,2014,11,5100073,,,,,,,,,,,,,,
MDV    ,TROL,2015,2,5100073,,,,,,,,,,,,,,
MDV    ,TROL,2018,11,5100073,,,,,,,0.17,0.16,,,,0.07,,0.01
MDV    ,TROL,2019,3,5100073,,,0.77,,,,,,,,,,,
MDV    ,TROL,2019,5,5100073,0.41,,0.21,,,,,,,,,,,
MDV    ,TROL,2019,6,5100073,,,0.54,,,,,,,,,,,
MDV    ,HAND,2013,1,5100074,1.71,,,,,,,,,,,,,
MDV    ,HAND,2013,4,5100074,12.71,,,,,,,,,,,,,
MDV    ,HAND,2013,5,5100074,3.14,,,,,,,,,,,,,
MDV    ,HAND,2013,6,5100074,3.78,,,,,,7.20E-03,,,,0.02,,,
MDV    ,HAND,2013,7,5100074,4.8,,,,,,,,,,,,,
MDV    ,HAND,2013,8,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2013,9,5100074,5.54,,,,,,,,,,,,,
MDV    ,HAND,2014,1,5100074,2.93,,,,,,,,,,,,,
MDV    ,HAND,2014,2,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2014,3,5100074,26.61,,1.71,,,,,,,,,,,
MDV    ,HAND,2014,4,5100074,8.76,,4.7,,,,,,,,,,,
MDV    ,HAND,2014,5,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2014,6,5100074,4.85,,0.38,,,,,,,,,,,
MDV    ,HAND,2014,7,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2014,8,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2014,10,5100074,1.87,,8.1,,,,,,,,,,,
MDV    ,HAND,2014,11,5100074,,,,,,,,7.76E-03,,,,,,
MDV    ,HAND,2014,12,5100074,3.89,,,,,,,,,,,,,
MDV    ,HAND,2015,2,5100074,8.97,,,,,,,,,,,,,
MDV    ,HAND,2015,3,5100074,12.37,,,,,,,,,,,,,
MDV    ,HAND,2015,4,5100074,29.65,,,,,,,,,,,,,
MDV    ,HAND,2015,5,5100074,7.98,,,,,,,,,,,,,
MDV    ,HAND,2015,6,5100074,10.93,,,,,,,,,,,,,
MDV    ,HAND,2015,7,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2016,1,5100074,80.54,,,,,,,,,,,,,
MDV    ,HAND,2016,2,5100074,18.95,,,,,,,,,,,,,
MDV    ,HAND,2016,3,5100074,115.52,,,,,,,0.12,,,,,,
MDV    ,HAND,2016,4,5100074,249.72,12.25,,,,,,,,,,,,
MDV    ,HAND,2016,5,5100074,57.36,,,,,,,,,,,,,
MDV    ,HAND,2016,6,5100074,10.61,,,,,,,,,,,,,
MDV    ,HAND,2016,7,5100074,2.95,,,,,,,,,,,,,
MDV    ,HAND,2016,8,5100074,26.47,,,,,,,,,,,,,
MDV    ,HAND,2016,9,5100074,2.15,5.17,,,,,,,,,,,,
MDV    ,HAND,2016,10,5100074,55.97,3.03,,,,,,,,,,,,
MDV    ,HAND,2016,11,5100074,32,,,,,,,,,,,,,
MDV    ,HAND,2016,12,5100074,53.89,,,,,,,,,,,,,
MDV    ,HAND,2017,1,5100074,6.07,,,,,,,,,,,,,
MDV    ,HAND,2017,2,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2017,3,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2017,4,5100074,26.62,,,,,,,,,,,,,
MDV    ,HAND,2017,5,5100074,8.47,,,,,,,,,,,,,
MDV    ,HAND,2017,6,5100074,9.11,,,,,,,,,,,,,
MDV    ,HAND,2017,7,5100074,28.95,2.95,4.61,,,,0.24,0.26,,,,,,0.05
MDV    ,HAND,2017,8,5100074,20.88,,,,,,,,,,,,,
MDV    ,HAND,2017,9,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2017,12,5100074,13.88,,,,,,,,,,,,,
MDV    ,HAND,2018,1,5100074,9.05,,,,,,,,,,,,,
MDV    ,HAND,2018,5,5100074,4.36,,,,,,,,,,,,,
MDV    ,HAND,2018,7,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2018,8,5100074,6.16,,,,,,,,,,,,,
MDV    ,HAND,2018,10,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2018,11,5100074,,,,,,,0.23,0.21,,,,0.15,,0.02
MDV    ,HAND,2019,2,5100074,9.39,,,,,,,,,,,,,
MDV    ,HAND,2019,3,5100074,1.19,,,,,,,,,,,,,
MDV    ,HAND,2019,6,5100074,,,3.64,,,,,,,,,,,
MDV    ,HAND,2019,7,5100074,4.31,,2.59,,,,,,,,,,,
MDV    ,HAND,2019,8,5100074,8.43,,9.55,,,,,,,,,,,
MDV    ,HAND,2019,9,5100074,,,5.34,,,,,,,,,,,
MDV    ,HAND,2019,10,5100074,,,3.25,,,,,,,,,,,
MDV    ,HAND,2019,11,5100074,1.09,,5.74,,,,,,,,,,,
MDV    ,HAND,2019,12,5100074,0.79,,3.53,,,,,,,,,,,
MDV    ,HAND,2020,1,5100074,1.18,,2.1,,,,,,,,,,,
MDV    ,HAND,2020,3,5100074,2.37,,,,,,,,,,,,,
MDV    ,HAND,2020,4,5100074,20.53,,7.78,,,,,,,,,,,
MDV    ,HAND,2020,7,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2021,3,5100074,3.46,,,,,,,,,,,,,
MDV    ,HAND,2021,5,5100074,1.19,,,,,,,,,,,,,
MDV    ,HAND,2021,6,5100074,24.4,0.15,0.01,,,,,4.78E-03,,,,7.97E-03,,
MDV    ,HAND,2021,7,5100074,4.96,,,,,,,,,,,,,
MDV    ,HAND,2021,10,5100074,2.42,,,,,,,,,,,,,
MDV    ,HAND,2021,11,5100074,0.59,,,,,,,,,,,,,
MDV    ,HAND,2021,12,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2022,1,5100074,37.02,,,,,,,,,,,,,
MDV    ,HAND,2022,2,5100074,16.08,,,,,,,,,,0.05,,,
MDV    ,HAND,2022,4,5100074,8.3,,,,,,,,,,,,,
MDV    ,HAND,2022,5,5100074,,,,,,,,,,,,,,
MDV    ,HAND,2022,6,5100074,6.34,,,,,,,,,,,,,
MDV    ,HAND,2022,7,5100074,9.58,,,,,,,,,,,,,
MDV    ,HAND,2022,8,5100074,31.01,,,,,,,,,,,,,0.04
MDV    ,HAND,2022,12,5100074,8.39,,,,,,,,,,,,,
MDV    ,HAND,2023,2,5100074,18.33,,,,,,,,,,,,,
MDV    ,HAND,2023,3,5100074,24.14,,,,,,,,,,,,,
MDV    ,HAND,2023,5,5100074,9.3,,,,,,,,,,,,,
MDV    ,HAND,2023,6,5100074,30.65,,,,,,,,,,,,,
MDV    ,HAND,2023,8,5100074,4.52,,,,,,,,,,,,,
MDV    ,HAND,2023,9,5100074,1.59,,,,,,,,,,,,,
MDV    ,HAND,2023,10,5100074,6.71,,7.71,,,,,,,,,,,
MDV    ,HAND,2023,11,5100074,2,,,,,,,,,,,,,
MDV    ,HAND,2023,12,5100074,19.09,,,,,,,,,,,,,
MDV    ,HLOF,2018,1,5100074,1.69,,,,,,,,,,,,,
MDV    ,HLOF,2018,7,5100074,15.6,,,,,,,,,,,,,
MDV    ,HLOF,2018,8,5100074,,,,,,,,,,,,,,
MDV    ,HLOF,2018,9,5100074,4.04,,,,,,,,,,,,,
MDV    ,HLOF,2019,2,5100074,1.2,,,,,,,,,,,,,
MDV    ,HLOF,2019,3,5100074,,,,,,,,,,,,,,
MDV    ,HLOF,2019,4,5100074,20.99,,2.21,,,,0.01,0.11,,,,,,0.11
MDV    ,HLOF,2019,5,5100074,,,2.04,,,,,,,,,,,
MDV    ,HLOF,2019,6,5100074,6.43,,,,,,,,,,,,,
MDV    ,HLOF,2019,7,5100074,0.14,,0.42,,,,,,,,,,,
MDV    ,HLOF,2019,8,5100074,30.5,,8.69,,,,,,,,,,,
MDV    ,HLOF,2019,11,5100074,,,5.05,,,,,,,,,,,
MDV    ,HLOF,2020,1,5100074,5.91,,,,,,,,,,,,,
MDV    ,HLOF,2020,2,5100074,10.53,,,,,,,,,,,,,
MDV    ,HLOF,2020,3,5100074,6.86,,,,,,,,,,,,,
MDV    ,HLOF,2020,4,5100074,17.02,,2,,,,,,,,,,,
MDV    ,HLOF,2020,5,5100074,,,,,,,,,,,,,,
MDV    ,HLOF,2020,6,5100074,9.07,,,,,,,,,,,,,0.02
MDV    ,HLOF,2021,1,5100074,10.74,,,,,,,,,,,,,
MDV    ,HLOF,2021,4,5100074,1.93,,,,,,,,,,,,,
MDV    ,HLOF,2021,5,5100074,16.31,,,,,,,,,,,,,
MDV    ,HLOF,2021,6,5100074,52.68,,5.13,,,,,,,,,,,
MDV    ,HLOF,2021,7,5100074,2.5,,,,,,,,,,,,,
MDV    ,HLOF,2021,8,5100074,6.09,,,,,,,,,,,,,
MDV    ,HLOF,2021,9,5100074,1.94,,,,,,,,,,,,,
MDV    ,HLOF,2021,10,5100074,12.53,,,,,,,,,,0.14,,,
MDV    ,HLOF,2021,12,5100074,9.39,,,,,,,,,,,,,
MDV    ,HLOF,2022,1,5100074,28.06,,,,,,,,,,,,,
MDV    ,HLOF,2022,2,5100074,,,,,,,,,,,,,,
MDV    ,HLOF,2022,3,5100074,25.2,,,,,,,,,,,,,
MDV    ,HLOF,2022,5,5100074,2.1,,,,,,,,,,,,,
MDV    ,HLOF,2022,7,5100074,4.86,,,,,,,,,,,,,
MDV    ,HLOF,2022,8,5100074,15.5,,,,,,,,,,,,,
MDV    ,HLOF,2022,11,5100074,5.46,,,,,,,,,,,,,
MDV    ,HLOF,2022,12,5100074,,,,,,,,,,,,,,
MDV    ,HLOF,2023,2,5100074,,,13.66,,,,,,,,,,,
MDV    ,HLOF,2023,3,5100074,,,,,,,,,,,,,,
MDV    ,HLOF,2023,4,5100074,11.55,,,,,,,,,,,,,
MDV    ,HLOF,2023,5,5100074,28.29,,,,,,,,,,,,,
MDV    ,HLOF,2023,6,5100074,65.06,,1.6,,,,,,,,,,,
MDV    ,HLOF,2023,7,5100074,27.56,,2.44,,,,,,,,,,,
MDV    ,HLOF,2023,11,5100074,37.91,3.04,0.44,,,,,,,,,,,
MDV    ,HLOF,2023,12,5100074,8.52,,,,,,,,,,,,,
MDV    ,LLCO,2016,5,5100074,0.1,,,,,,,,,,,,,
MDV    ,LLCO,2016,9,5100074,0.03,,,,,,,,,,0.04,,,
MDV    ,TROL,2013,7,5100074,,,,,,,,,,,,,,
MDV    ,TROL,2015,2,5100074,,,,,,,,,,,,,,
MDV    ,TROL,2017,1,5100074,,,,,,,0.2,0.2,,,,0.15,,0.71
MDV    ,TROL,2018,5,5100074,,,,,,,0.22,0.2,,,,0.15,,
MDV    ,TROL,2018,8,5100074,,,,,,,0.31,0.33,,,,0.15,,0.12
MDV    ,TROL,2018,10,5100074,,,,,,,0.22,0.33,,,,0.15,,0.02
MDV    ,TROL,2018,12,5100074,,,,,,,0.31,0.37,,,,0.22,,0.02
MDV    ,TROL,2019,8,5100074,,,,,,,,,,,,,,
MDV    ,TROL,2023,7,5100074,,1.55E-03,0.31,,,,,,,,,,,
MDV    ,HAND,2013,6,5100075,15.76,,0.43,,,,,,,,,,,0.07
MDV    ,HAND,2013,12,5100075,4.1,,,,,,0.14,0.03,,,0.02,,,1.10E-03
MDV    ,HAND,2014,2,5100075,,,,,,,,,,,,,,
MDV    ,HAND,2014,5,5100075,,,,,,,,,,,,,,
MDV    ,HAND,2014,8,5100075,,,,,,,,,,,,,,
MDV    ,HAND,2015,2,5100075,,,,,,,,,,,,,,
MDV    ,HAND,2015,6,5100075,3.13,,,,,,,,,,,,,
MDV    ,HAND,2016,4,5100075,,,,,,,,,,,,,,
MDV    ,HAND,2016,5,5100075,29.9,,,,,,,,,,,,,
MDV    ,HAND,2016,6,5100075,10.11,,,,,,,,,,,,,
MDV    ,HAND,2016,7,5100075,3.45,,,,,,,,,,,,,
MDV    ,HAND,2019,4,5100075,3.98,,,,,,,,,,,,,
MDV    ,HAND,2019,5,5100075,8.54,0.64,,,,,,,,,,,,
MDV    ,HAND,2019,7,5100075,,,0.67,,,,,,,,,,,
MDV    ,HAND,2021,5,5100075,,,,,,,,,,,,,,
MDV    ,HAND,2022,2,5100075,,,,,,,,,,,,,,
MDV    ,HAND,2023,8,5100075,7.52,,,,,,,,,,,,,
MDV    ,HLOF,2018,9,5100075,,,,,,,,,,,,,,
MDV    ,HLOF,2019,6,5100075,0.91,,,,,,,,,,,,,
MDV    ,HLOF,2019,9,5100075,2.07,,,,,,,,,,,,,
MDV    ,HLOF,2021,4,5100075,,,,,,,,,,,,,,
MDV    ,LLCO,2013,5,5100075,0.12,0.15,,,,,,,,,0.21,,0.06,
MDV    ,LLCO,2013,9,5100075,0.06,1.1,,,,,,,,,0.04,,0.12,0.01
MDV    ,LLCO,2014,4,5100075,0.27,0.33,,,,,,,,0.03,0.11,,,
MDV    ,LLCO,2014,9,5100075,,1.99,,,,,,,,0.11,,,,0.02
MDV    ,LLCO,2016,1,5100075,0.32,0.06,,,,,,,,0.09,0.09,,,
MDV    ,LLCO,2016,2,5100075,0.51,0.07,,,,,,,,,0.05,,,
MDV    ,LLCO,2016,5,5100075,0.05,,,,,,,,,,0.05,,,
MDV    ,LLCO,2016,6,5100075,0.04,0.15,,,,,,,,,,,,
MDV    ,LLCO,2016,8,5100075,0.28,1.12,,,,,,,,0.32,0.06,,,
MDV    ,LLCO,2016,9,5100075,0.34,0.03,,,,,,,,0.05,0.09,,,
MDV    ,LLCO,2017,2,5100075,0.05,,,,,,,,,,,,,
MDV    ,LLCO,2017,4,5100075,0.23,0.09,,,,,,,,,,,,
MDV    ,LLCO,2017,8,5100075,0.35,0.33,,,,,,,,,,,,
MDV    ,LLCO,2017,9,5100075,0.2,0.41,,,,,,,,0.12,,,,
MDV    ,LLCO,2018,2,5100075,,,,,,,,,,,0.49,,,
LKA    ,GIOF,2017,1,5100076,,,0.2,,,,,,,,,,,
LKA    ,GIOF,2017,5,5100076,,,0.5,,,,,,,,0.1,,0.7,
LKA    ,GIOF,2017,6,5100076,,,0.1,,,,,,,,,,,
LKA    ,GIOF,2017,9,5100076,,,1,,,,,,,,0.1,,,
LKA    ,GIOF,2018,5,5100076,0.1,,,,,,,,,,,,,
LKA    ,GIOF,2023,10,5100076,,,0.34,,,,,,,0.06,0.02,,,
MDV    ,HAND,2014,8,5100076,11.64,,,,,,,,,,,,,
MDV    ,HAND,2016,4,5100076,6.81,,,,,,,,,,,,,
MDV    ,HAND,2016,5,5100076,,,,,,,,,,,,,,
MDV    ,HAND,2016,6,5100076,1.02,,,,,,,,,,,,,
MDV    ,HAND,2017,12,5100076,3.78,,,,,,,,,,,,,
MDV    ,HAND,2018,5,5100076,4.7,,,,,,,,,,,,,
MDV    ,HAND,2019,7,5100076,,,1.03,,,,,,,,,,,
MDV    ,HLOF,2018,12,5100076,4.04,0.14,0.31,,,,0.03,,,,,0.03,,
MDV    ,LLCO,2014,1,5100076,0.04,0.08,,,,,,,,,,,,0.04
MDV    ,LLCO,2014,4,5100076,0.37,0.81,,,,,,,,,0.48,,,4.00E-03
MDV    ,LLCO,2014,8,5100076,0.15,0.51,,,,,,,,,0.03,,,4.00E-03
MDV    ,LLCO,2015,1,5100076,,0.13,,,,,,,,,0.09,,,
MDV    ,LLCO,2015,2,5100076,0.02,,,,,,,,,,,,,
MDV    ,LLCO,2016,1,5100076,0.71,0.75,,,,,,,,0.17,0.25,,,
MDV    ,LLCO,2016,2,5100076,0.87,0.46,,,,,,,,0.05,0.14,,,
MDV    ,LLCO,2016,5,5100076,0.94,,,,,,,,,,0.15,,,
MDV    ,LLCO,2016,6,5100076,0.74,0.06,,,,,,,,0.02,0.02,,,
MDV    ,LLCO,2016,7,5100076,0.1,,,,,,,,,,0.06,,,
MDV    ,LLCO,2016,8,5100076,0.69,0.69,,,,,,,,0.06,0.58,,,
MDV    ,LLCO,2016,9,5100076,0.56,0.94,,,,,,,,0.27,0.53,,,
MDV    ,LLCO,2017,5,5100076,0.94,0.16,,,,,,,,,0.25,,,
MDV    ,LLCO,2017,7,5100076,0.25,,,,,,,,,,0.05,,,
MDV    ,LLCO,2017,9,5100076,0.05,0.08,,,,,,,,,,,,
MDV    ,LLCO,2018,6,5100076,0.09,0.2,,,,,,,,,0.05,,,
MDV    ,LLCO,2018,7,5100076,0.58,0.85,,,,,,,,,0.37,,,
LKA    ,GIOF,2015,1,5100077,,,27.57,,,,0.03,,,0.07,0.25,,0.6,
LKA    ,GIOF,2015,2,5100077,0.07,,8.72,,,,0.05,0.07,,0.07,0.14,,,
LKA    ,GIOF,2015,3,5100077,,,3.68,,,,0.02,,,0.12,0.09,,,
LKA    ,GIOF,2015,4,5100077,2.14,,12.91,,,,,,,0.07,0.29,,1.13,
LKA    ,GIOF,2015,5,5100077,,0.13,0.34,,,,,0.26,,,,,,
LKA    ,GIOF,2015,6,5100077,0.86,,80.5,,,,,,,0.17,1.53,0.51,,
LKA    ,GIOF,2015,7,5100077,2.85,0.13,14.85,,,,,,,,0.06,,,
LKA    ,GIOF,2015,8,5100077,,,10.22,,,,,,,,0.01,,0.12,
LKA    ,GIOF,2015,9,5100077,3.28,0.05,3.86,,,,0.13,0.03,,0.23,0.25,3.88,0.29,
LKA    ,GIOF,2015,10,5100077,0.57,,1.65,,,,,,,0.21,0.28,2.53,0.42,
LKA    ,GIOF,2015,11,5100077,0.21,,10.76,,,,,,,0.34,1.95,,0.06,
LKA    ,GIOF,2015,12,5100077,2.55,0.12,9.24,,,,0.1,0.01,,0.11,0.19,0.93,0.79,0.2
LKA    ,GIOF,2016,1,5100077,0.2,0.9,26.4,,,,0.1,,,1.4,0.9,,0.8,
LKA    ,GIOF,2016,2,5100077,0.6,0.1,43,,,,,,,0.6,1.3,,2,
LKA    ,GIOF,2016,3,5100077,,,3.7,,,,,,,,,,0.1,
LKA    ,GIOF,2016,4,5100077,,,16.1,,,,,,,0.3,1.8,,2.5,
LKA    ,GIOF,2016,5,5100077,,,5,,,,,,,0.9,0.3,,0.6,
LKA    ,GIOF,2017,1,5100077,0.2,,21.4,,,,,,,0.5,3.2,,2.6,
LKA    ,GIOF,2017,2,5100077,,,1.9,,,,,,,0.2,0.3,,,
LKA    ,GIOF,2017,3,5100077,,,,1.2,,,,,,,,,,
LKA    ,GIOF,2017,4,5100077,,,1.2,,,,,,,,,,0.1,
LKA    ,GIOF,2017,5,5100077,,,2.4,,,,,,,,0.1,,,
LKA    ,GIOF,2017,7,5100077,0.1,,1,,,,,,,,0.1,,,
LKA    ,GIOF,2017,8,5100077,,,4.7,,,,,,,,0.4,,,
LKA    ,GIOF,2017,9,5100077,,,1.8,,,,,,,0.1,0.2,,0.4,
LKA    ,GIOF,2017,10,5100077,,,0.7,,,,,,,,0.1,,,
LKA    ,GIOF,2017,11,5100077,,,7.7,,,,,,,0.1,0.4,,,
LKA    ,GIOF,2017,12,5100077,,,8.8,,,,,,,,0.2,,,
LKA    ,GIOF,2018,1,5100077,,,2.5,,,,,,,0.1,0.7,,,
LKA    ,GIOF,2018,2,5100077,,,0.1,,,,,,,,,,,
LKA    ,GIOF,2018,4,5100077,,,0.3,,,,,,,,0.2,,,
LKA    ,GIOF,2018,5,5100077,0.6,,0.4,,,,,,,,0.2,,,
LKA    ,GIOF,2018,6,5100077,0.2,,2.5,,,,,,,,0.5,,,
LKA    ,GIOF,2018,7,5100077,,,0.3,,,,,,,,0.1,,,
LKA    ,GIOF,2018,8,5100077,,,0.6,,,,,,,,0.1,,,
LKA    ,GIOF,2018,9,5100077,,,0.2,,,,,,,,,,,
LKA    ,GIOF,2018,12,5100077,0.1,,4.8,,,,,,,,0.3,,,
LKA    ,GIOF,2019,1,5100077,,,0.3,,,,,,,,,,,
LKA    ,GIOF,2019,2,5100077,,,0.8,,,,,,,,0.2,,0.1,
LKA    ,GIOF,2019,5,5100077,,,0.4,,,,,,,,,,,
LKA    ,GIOF,2019,6,5100077,,,,,,,,,,,,,,
LKA    ,GIOF,2019,7,5100077,,,0.1,,,,,,,0.2,0.1,,,
LKA    ,GIOF,2019,8,5100077,,,1.9,,,,,,,,0.7,,,
LKA    ,GIOF,2019,9,5100077,,,16.3,,,,,,,0.5,2.5,,,
